departure_day,departure_time_hour,order_id,payment_day,payment_week,departure_week,account_id,adult,child,infant,age,gender,customer_price
Sunday,14:55,7154839e4488399da3b983a5fb6dc6b8,Friday,20,23,529913042f6637ba38c097771bb1c6ee,2,0,0,0,Unknown,3416660.0
Thursday,14:55,99d40b6ecf643220a7f5959e197d5bb1,Wednesday,21,23,e97cdd390c79508bac1bd26ebd233d28,2,0,0,38,F,3416660.0
Wednesday,14:55,fa0b6768878c0b4dd0cdd006fcbeddf8,Friday,20,23,430feec180f5ac5c0c541167a02b2348,2,0,0,25,F,3416660.0
Friday,05:50,f623792c987665bc6d0e5f3e7b2cab20,Tuesday,20,23,5eece355310a274231bd777d40b6b423,2,0,0,28,F,3416660.0
Saturday,14:55,cc8d09aec45b0f455a59d2bd57c61d43,Monday,22,23,be9bf46c86b759789f3d16801b68974e,2,0,0,0,M,3416660.0
Monday,08:45,1884e0fa90e12402982f257bcee594ec,Wednesday,20,23,1b9abd3b0f22bbcd80419723a4cec81a,2,0,0,0,F,3416660.0
Thursday,05:00,0c804f9a92b43e823ea91e5d5a8ae8ee,Monday,23,23,f3742409426fa97a951e81daefbdf3e2,2,0,0,0,F,3416660.0
Friday,05:50,e6457b23e2be1c63dbbb8c352735e6df,Monday,22,23,1474407d21be731d334e374e2aef780b,2,0,0,39,M,3416660.0
Wednesday,05:50,26f7cd67fb0b3af500431578e0ef164d,Wednesday,22,23,52cf12a0fcc54dc2f486337438880046,2,0,0,39,M,3416660.0
Wednesday,05:50,73da0e99f1b49a79e9bbca964368e7cd,Tuesday,20,23,d55227aeee32016006b523d9ace2f24e,2,0,0,37,F,3416660.0
Monday,12:25,5f16ced5362688d160a60be39abcc9c1,Tuesday,20,23,3dd5085d2266d6111682f827c3b58d63,2,0,0,0,F,3416660.0
Friday,12:25,806d734cb1230a5f365381e6646f326f,Wednesday,20,23,239750c3b4d8461a8a2bd089e031f58c,4,0,0,0,M,6833320.0
Monday,08:45,d6e085ba7ac2812b5d87aae1d0b289d2,Monday,20,23,75908fbb2029573ad543940ff2c98a2f,4,0,0,0,F,6833320.0
Friday,12:25,d9a76a62976cd0db9c03bb3e1a45ec3c,Wednesday,20,23,47119ad6a4103635ac11cfa24244b684,4,0,0,24,F,6833320.0
Wednesday,12:25,8202a1b0e1e3b07b26b31df394fbfc06,Monday,20,23,d6859478fc3eee2239001e531ee742a2,4,0,0,0,F,6833320.0
Saturday,14:55,c164974c19c27e078aca1ae08f30aca3,Saturday,20,23,0adeebe50b9fe804de6379e31a562ba1,1,0,1,0,F,1668927.0
Saturday,08:45,7b7a80c2e795e170dd0d6736ee97f4ed,Wednesday,20,23,a22fd5fd21084555b8d465d0638feb53,1,0,0,0,F,3138694.0
Friday,12:25,82a299bd22b94fbbf0f2e4250b5fbd52,Thursday,21,23,d09f58811fbd4ae98869f7dcd52caf4a,1,0,0,0,F,3138694.0
Tuesday,08:45,02f36e0bfa59818cade8d6b7072753aa,Wednesday,20,23,ff2191f891409a2948b8fbac88b0551f,1,0,0,0,F,3138694.0
Tuesday,12:25,8d535fe581ae09fc94149764e33d5b53,Saturday,21,23,e86c5d4dd3810326fdb23b9bf3488130,1,0,0,0,M,3138694.0
Saturday,12:25,e8cb6297e7a7cee0cb9498f70023be79,Monday,22,23,911cade48660691e08714f5ef600e937,1,0,0,0,M,3138694.0
Wednesday,12:25,6cf945a92708585a55386a78f34d8a09,Thursday,21,23,c05243b92439b1e903e374988ace6daf,1,0,0,0,M,3138694.0
Saturday,05:50,8090be8e5b95b822faed7cc4f40717e7,Sunday,21,23,def0a97087fe15f3fd799706c3a418dd,1,0,0,43,F,3138694.0
Thursday,17:40,67c90c7fba4c0c0f3382c243962a4100,Saturday,21,23,e4f73471c12d8836bf5eed2efc0ff24b,1,0,0,20,F,3138694.0
Thursday,08:45,83f704e6949d48ca468c8e87c782dd90,Wednesday,20,23,586666ac068160c8f92ad70abb968aee,1,0,0,19,M,3138694.0
Friday,12:25,fee32a2da748dc742fd0bf42c9ed367c,Thursday,20,23,7f95bce0021f676501ebee695c7f23cc,1,0,0,0,M,3138694.0
Tuesday,08:45,33b8afe30d75d50ac8b8a7bf71f0ef96,Wednesday,20,23,d739cc2327b0f2cca1e44a30c2f88c24,1,0,0,31,M,3138694.0
Friday,12:25,3f5471fe5c334bbfdbe73675a3c2d1ca,Thursday,20,23,65b874c553881f03c3d6c46ba982ae0b,1,0,0,0,M,3138694.0
Thursday,05:00,1406a95fdf2ffe753650779df6a83dd7,Saturday,21,23,e9a2dc4b19837a6db7e92da2c61a97f4,1,0,0,0,M,3138694.0
Thursday,17:40,ff84f853a43b08383af67074db80fbe5,Monday,22,23,da42500be8664a8edfcc325dc827e5f9,1,0,0,0,F,3138694.0
Saturday,05:00,c98231e527475061ca44a24b10d5fc8d,Saturday,21,23,37121b61ea407fe0a8a0e59453e27193,1,0,0,0,Unknown,3138694.0
Saturday,05:50,cef6611066a4330fdfc2884cdd1a225f,Monday,22,23,60a480c8134ab71618b411433560e533,1,0,0,0,F,3138694.0
Friday,12:25,106c4baadd5134f80c1914182c3f65b9,Thursday,20,23,2df290ae30c750c76f00b6e499ab8d40,1,0,0,0,F,3138694.0
Monday,12:25,c04f20a7f123bb275a9df1e7cf15d35c,Wednesday,20,23,bbc838ba79ba1988fef3c1ae37032a76,1,0,0,45,M,3138694.0
Thursday,08:45,3bf82cc5910623285e29a6a8e57b5c03,Tuesday,20,23,f2a47e36fd3ac70babc76cbf904dda8a,2,0,0,32,M,6277388.0
Saturday,08:45,1c0243b358bffc959fecee8ea163bcac,Thursday,22,23,e3889cd37f9d97efaf7d0b67ea923ba8,2,0,0,0,F,6277388.0
Wednesday,12:25,5f91eedaf93db5b0068320da8be29786,Monday,19,23,88b63856f54a20866831fc7f90d0bb2e,4,0,0,37,M,12554776.0
Friday,12:25,f95b22f6b03f4d89ac06e35cd53b5bfa,Wednesday,20,23,2df290ae30c750c76f00b6e499ab8d40,4,0,0,0,F,12554776.0
Monday,05:00,bf01672563ba872696681a5b8aa3691f,Saturday,22,23,4c57aa678b2d2c38d6f7e1479d77ea2a,1,0,0,0,Unknown,2463370.0
Tuesday,05:00,16475ce04d128ab0b1885f01e85aa4f6,Sunday,22,23,3f57ed0173a939f947e614fb94ee93b7,1,0,0,0,F,2463370.0
Tuesday,08:45,cd06a6eec9723f5cc5b00def6c5f294b,Sunday,22,23,9a9858d4b25e3f3e389674cdeb70b435,1,0,0,0,M,2463370.0
Tuesday,05:00,be8ec07ce9baab4136d8e3955d9ae012,Sunday,22,23,bfd4fa437d7bed7b949a05b9cd243fcb,1,0,0,0,F,2463370.0
Saturday,12:25,e395107c15e3e5654b759b304b5d329d,Sunday,22,23,f710ea28bdbeb9b92342efe5a56e3085,1,0,0,32,F,2463370.0
Sunday,12:25,dda485f335c6ec0e1b2abd0d21cec96f,Tuesday,23,23,4d567af9f3ca9ed165e396490b05d293,1,0,0,24,M,2463370.0
Tuesday,12:25,309aea5d1995025560fbc04dfd2f3206,Friday,22,23,5f3686bffcc25f2932f9658fef49f700,1,0,0,0,M,2463370.0
Tuesday,14:55,38e9c01b9d00c62ed9e96ff1c9e96b8d,Friday,21,23,4f3ae26156fd49c04173baac5d1f6c84,1,0,0,44,M,2463370.0
Monday,05:00,e51092bef95503f8d9f9ae7cfe67d548,Friday,22,23,bcef4b4f567054ea8afefd786dada55b,1,0,0,0,F,2463370.0
Sunday,05:00,9c2cfd01c1d8b443e6fb2203a1ba2a7a,Saturday,23,23,32fd02e7c7ccecf58c0252b518e69970,1,0,0,4,M,2463370.0
Tuesday,08:45,189d431402e7c30e1e8f7e2b5b0842c1,Sunday,22,23,5ee0bda606d794056b8dcc5a5e1bd070,1,0,0,31,F,2463370.0
Tuesday,08:45,d54d134b7cd3b0679acd5b9accf64b9e,Sunday,22,23,d259a21172325575a0a2ddc49be0caed,1,0,0,0,M,2463370.0
Monday,12:25,796f5c1e869a3675286bd0daf9e8f385,Monday,20,23,7ffda8650996fce4f12e87cac27cffc8,1,0,0,0,F,2463370.0
Saturday,05:00,02db98c1abff873dfe7c086b378dbdbb,Friday,23,23,5bdc576530cc7197237b6fc18e274b9d,1,0,0,29,F,2463370.0
Tuesday,08:45,e3ef348fdc956bedbe3c6b7d09baea9c,Sunday,22,23,03af301735bc8564f1258334d95f55d0,1,0,0,24,M,2463370.0
Saturday,14:55,dc649a8affd09adfae0c6e77f18d68da,Wednesday,23,23,d93545471df742560a5a00a77937609f,1,0,0,26,M,2463370.0
Tuesday,14:55,d9f5405f532d8574b4068bc44ec5abd3,Friday,22,23,4e977f668eaa7990e9de96c242cf1d67,1,0,0,0,F,2463370.0
Saturday,05:00,66204715507713e72108ddefb2cbd082,Friday,23,23,6cc0bd14f60c3907eb3803e4641c4952,1,0,0,0,F,2463370.0
Saturday,14:55,8ab171952e45fa5cca3c0497030b7fc6,Sunday,22,23,e57a365f82be5169204b2998e2dc5a79,1,0,0,0,M,2463370.0
Saturday,14:55,3ffbe07b37c128bd393753586b1e65f3,Sunday,22,23,a40b486896318a9ad96b9a1cb0f24e3b,1,0,0,29,F,2463370.0
Wednesday,14:55,531470d4e770bad5a6f9261018fb648e,Thursday,22,23,bb470cd6ac78e0f856eb79431f31385e,1,0,0,31,M,2463370.0
Monday,05:00,5392bec206aa35cac93c0df05076b01a,Saturday,22,23,57f9b68685e7b91a6cf55bc0ff10d3cb,1,0,0,32,M,2463370.0
Saturday,05:00,89830257b20d426d2b7cded242d22c2d,Thursday,23,23,63f1acb9d207a9d973bb83d82bb44f2b,1,0,0,0,F,2463370.0
Monday,05:00,334b4761ca7766b587ca46a25ae484ab,Friday,22,23,603e740c99e272f6b35ab65604031b44,1,0,0,0,Unknown,2463370.0
Friday,14:55,d424aefc3a2dc4b2e9fb7f861866918b,Wednesday,21,23,6e4442ee78a07cd13798e294fc360a88,1,0,0,59,M,2463370.0
Wednesday,12:25,af7691c96f9471ce116191021277a9ff,Thursday,22,23,d1638da654d0ab9f1bb71297823f6c5e,1,0,0,31,F,2463370.0
Tuesday,05:00,bb88a81140e3f76f529b8401562c5919,Sunday,22,23,1f2668c7ce0b2fbf9fd3787c3e27a074,1,0,0,0,F,2463370.0
Tuesday,05:00,bdbead6b39e7fa5172c387164ee1269b,Sunday,22,23,09cf71023927662a7e4fc2bf1b2bb4b0,1,0,0,31,M,2463370.0
Tuesday,05:00,3cbb4c323bd2ed943ee9451892d34087,Sunday,22,23,9e318aee74d73ce653a5210adc8902c7,1,0,0,38,M,2463370.0
Wednesday,12:25,af7691c96f9471ce116191021277a9ff,Thursday,22,23,d1638da654d0ab9f1bb71297823f6c5e,1,0,0,31,F,2463370.0
Saturday,08:45,3a8aae73f996796153208804ddf41ec3,Monday,23,23,54f0a45067596cf6b208d6a50c7ca382,1,0,0,40,F,2463370.0
Tuesday,08:45,89b104baca3c0dafbe520c4bdacc6cf2,Sunday,22,23,3af1369748758d4b367b2384409fd0c8,2,0,0,0,Unknown,4926740.0
Wednesday,14:55,2429b10576d6dc0f655d39652e47ae37,Friday,22,23,5a9bb9a2b7d3100d812f093e6bc3250d,2,0,0,30,M,4926740.0
Sunday,12:25,3f44da22e6e34c5d839adba37d36200b,Sunday,22,23,c33261233202af3cd638317212a7662a,2,0,0,0,M,4926740.0
Monday,05:00,2befd09c18890bb057dde7398d8de263,Thursday,22,23,0595115457adb3d7a4f18684442b9e2e,2,0,0,0,,4926740.0
Thursday,12:25,f4ee1bb9d2e5e9228a0126e3efe79da7,Sunday,19,23,cc89e498bc25fcf5340bc31146169b68,1,1,0,0,F,2681998.0
Wednesday,05:50,e73421bd08eecdc6c024ec5d2e25b77a,Thursday,22,23,75dded0e51f457130fde14daf01041a7,1,0,0,0,F,3988114.0
Wednesday,05:50,cd529f24d636f201b12957f27e2ec402,Thursday,22,23,4e41a32a605a6c1c21c68f66fbccf327,1,0,0,0,M,3988114.0
Sunday,14:55,f6a4701147132447a67d05ca42c7601d,Tuesday,21,23,9c0943eb11b660dddfe644a1b9ca9e12,1,0,0,0,F,1479270.0
Saturday,14:55,dbbb6ea35026f5d632bac2dd1da5ef0d,Friday,20,23,ae66742e78db2a4e8989066639cf49ec,1,0,0,0,Unknown,860340.0
Monday,05:00,9eedbbadc3bda7cf3d18b211bd485240,Friday,20,23,086fca948b3e58e26f00943a047273d3,1,0,0,0,F,860340.0
Tuesday,12:25,893d2cb75764e4f759026ab7d861d54e,Friday,20,23,197c1765f906df2972ee65dd9e11c589,1,0,0,0,F,860340.0
Sunday,14:55,e190e6d3df2a3e289549be5da9e3157a,Friday,20,23,eb09b75a8763293df73f1ed464725509,1,0,0,0,M,860340.0
Saturday,08:45,628961c051d67440dfdddf863552e4d8,Friday,20,23,aec639e136af425cd48b70243ff712d1,1,0,0,26,M,860340.0
Saturday,05:00,ccc5387b4b495949852abe568517ef88,Friday,20,23,0347a44f2c9b0a1f7ac522457362f258,1,0,0,50,M,860340.0
Wednesday,12:25,2d684796412adb37e4c0b82429757dfe,Friday,20,23,b9a3ecde044a71121cb7ba5199ea9c2d,2,0,0,17,M,1720680.0
Tuesday,12:25,ae05761fd13013d4da6011b18e775390,Thursday,17,23,c076346784ea923c7847efb92c182321,2,0,0,0,F,7029168.0
Tuesday,05:00,84150341a589d857049b59648698c13d,Friday,22,23,99537bf1f201589b09a81d27664be469,1,0,0,0,M,2045550.0
Monday,05:00,97cedf6cb82fcf1dfb905386cb835447,Saturday,7,23,5cee1488b4a8ee509458eaf49552e70e,2,0,0,50,F,2127580.0
Tuesday,05:00,4a2f82bf347fa792bc6ffc58d5d8320c,Sunday,21,23,d18b1830f6d7b6b15fad0af338d777dd,2,0,0,0,M,3325660.0
Wednesday,12:25,cf1eb8166ffd8eecf99dcd69aa42e686,Friday,22,23,b736518264c0ee5ce118e64dd0327662,1,0,0,0,Unknown,2610400.0
Saturday,05:50,2939a0d102795ebbf2797165ebaa6dd2,Friday,20,23,afd46641e8e5ccf40d61fdb45b0b40b3,1,0,0,0,M,1330810.0
Thursday,05:00,bf814656ed6e54afd688df3531f1a520,Friday,22,23,7d61148d83f8b7b828f45448a7154252,1,0,0,38,F,3818230.0
Wednesday,05:00,1a6ec10655c5a520b903ad33c9b12dca,Wednesday,22,23,d77590087f684367c9dc099ebe1db0b7,1,0,0,0,F,3818230.0
Thursday,08:45,dd65f6aca7d89d78dd2b2c539fc50f09,Sunday,17,23,78c5c0eb5719fedc6d712df75f300ee3,1,0,0,0,Unknown,1897090.0
Thursday,12:25,252c22150c2b7ed81ac9da325d9b18d0,Wednesday,22,23,495d26023506d7d03afde3d7ebe16ead,1,0,0,0,M,1897090.0
Wednesday,05:50,e7a24200abc2de6940688f7e96e895c4,Friday,22,23,8fdb8d45b2da369430c0f291975f3625,1,0,0,0,M,1897090.0
Wednesday,14:55,5bac725c54b2e76f1b681a27ee6a61a0,Wednesday,22,23,fc408ed554e304110a2b982c61b756ef,1,0,0,26,M,1897090.0
Thursday,08:45,a8b7a03c48f579860a9cb5757333c814,Sunday,17,23,78c5c0eb5719fedc6d712df75f300ee3,1,0,0,0,Unknown,1897090.0
Tuesday,12:25,3c2d069d9574ebf777464a17c0625668,Monday,22,23,6b69e280fdcd295b372e62789b5e9535,1,0,0,0,M,1897090.0
Tuesday,05:00,6d87db4a8778e8c729c10f4202ca19f7,Saturday,22,23,38331a99843a9fba88196fd8483bc26f,1,0,0,34,F,1897090.0
Wednesday,12:25,95b059041a78c7c3ac08d6d2881848d9,Tuesday,22,23,6f615c7628340b87dc289da27b02db11,1,0,0,0,M,1897090.0
Tuesday,12:25,fc5b480efabe96c76e60d7d08f470dc6,Monday,22,23,1046cca7fbc57c1b66690d733728bf25,1,0,0,0,Unknown,1897090.0
Friday,14:55,ff601ef4636472b4755d21e4b3f4f8dd,Saturday,18,23,4f11fa10892e672865e969ae01df2a79,1,0,0,0,F,1897090.0
Tuesday,08:45,3f85e8b4b2515ba375eb9397db883cd7,Monday,22,23,7727b08b32b74853445b179d51c895ac,1,0,0,0,Unknown,1897090.0
Thursday,08:45,8cfbb75a06c26baa8e97b67b21221df2,Wednesday,18,23,958e8b4ac7cf8c46f8cd8021e13d5e0d,1,0,0,58,F,1897090.0
Saturday,14:55,837eac7a4e53f25d1fb7299d247278e1,Wednesday,22,23,d21becb5cb90e83c22af2ea07594b9a4,1,0,0,0,F,1897090.0
Tuesday,12:25,c07eeb6a277557255326277d8e5152f2,Tuesday,22,23,31da82f0a77bedd941341c42c8dd5213,1,0,0,0,F,1897090.0
Monday,05:00,36e4bbc2fa0f160355ad0d2ba32c0cb3,Monday,22,23,17c82c1288c9ee1c6fe231e22bbdead4,1,0,0,0,F,1897090.0
Saturday,05:50,0d5c789ddc4006c68b5f8e8b8968164f,Friday,22,23,90ecb1cee123add882f8106792e1dee8,1,0,0,0,M,1897090.0
Tuesday,12:25,ad841cf3cc490d033357a3c2c32f52c6,Monday,22,23,00c5ff666e3c0e512b60ab0437e35314,1,0,0,0,F,1897090.0
Tuesday,05:00,6572d1e33e10a6cd461f9734145c730f,Friday,21,23,a439a7e6170221d267d3d4934bd241a4,1,0,0,23,M,1897090.0
Wednesday,05:50,5910f34421f95a8ab269851e1c314bdc,Thursday,22,23,75dded0e51f457130fde14daf01041a7,1,0,0,0,F,1897090.0
Monday,05:00,f6689d9a974d87a5cfe5c258c3aae892,Wednesday,22,23,d92511f778ca7ecf8b29e975270594e1,1,0,0,0,F,1897090.0
Tuesday,05:00,855b55949f3d16740138738a884a8d91,Thursday,22,23,d0a3155588cc1111943f6e8a3a0d9558,1,0,0,0,M,1897090.0
Saturday,14:55,6b8220686f9bf9ca954bf46933e6efea,Thursday,22,23,c097cda92aebdfbd53d5307f3ced2893,1,0,0,32,M,1897090.0
Saturday,12:25,afca3441c086b15d85a35de9cb0a2388,Thursday,22,23,90a6c9b82aaa514b9dfc473750970eee,1,0,0,33,F,1897090.0
Wednesday,12:25,0156d62d608f32c2087884d74249fc46,Wednesday,22,23,bbb652da4e17d39414a73dae71cd00a2,1,0,0,36,F,1897090.0
Thursday,08:45,3fd854b595788f1b7733cad6defc5fd8,Monday,22,23,58fab23ccded3515e7c8e4734461ef7d,1,0,0,0,F,1897090.0
Thursday,08:45,8ce51f53773984bf148b66de76bd834d,Wednesday,22,23,f716b37f31acd37ee3c02a716ed1bfb9,1,0,0,38,M,1897090.0
Tuesday,08:45,6bde3de40a0e4aa9b95e80430d921f00,Saturday,18,23,a9c2913cdbe5af75d7d089d6e3700528,1,0,0,24,M,1897090.0
Wednesday,05:00,ad239e3bb48e975ab369a0abea2b9668,Friday,22,23,31eb22d1911406b504357aedff1d3424,1,0,0,37,M,1897090.0
Sunday,12:25,7a5eabda96fc6538df20fe8bdd031105,Wednesday,22,23,fee59e06cff5b6b943265ebb345a2a84,1,0,0,0,Unknown,1897090.0
Tuesday,12:25,6d4c89d03ad49613e5558d4c57d3bb48,Tuesday,22,23,71b20e38fa9cbd14806b895676e68aa6,1,0,0,48,M,1897090.0
Tuesday,14:55,86dd1a4874b3441f3a9dbe4afe8c3d51,Monday,22,23,d64a90a618202a5e8b25d8539377f3ca,1,0,0,0,M,1897090.0
Monday,08:45,1a3fdbe3c4e21525a80082b48e7a72ad,Sunday,21,23,d3508ac472a533ef29c7c7da755bf9b1,1,0,0,0,M,1897090.0
Thursday,14:55,751f181953fbf468eb99baa6136fbaf6,Sunday,21,23,f6447c869e23ee1e3c251a184c05afdb,1,0,0,0,M,1897090.0
Thursday,14:55,07b4860ad9261ffb9167805532bb9919,Thursday,22,23,19e78a7d851adec7501a594a42043c4c,1,0,0,0,M,1897090.0
Monday,12:25,579af76af4e55596cb78dfd89ecc9e11,Saturday,18,23,93f5444694e90782f5ee210070f84bc9,1,0,0,81,F,1897090.0
Thursday,12:25,284a760ad8201f0a1abae20183c1daa5,Monday,22,23,d64a90a618202a5e8b25d8539377f3ca,1,0,0,0,M,1897090.0
Tuesday,12:25,2192c7976b2ca9d17775d9dc2ef05cd6,Saturday,21,23,e1683eb3be327ba5a996fcbd16094210,1,0,0,0,M,1897090.0
Friday,05:50,5dc827a8ad6fa7349a1efbff70929a16,Thursday,22,23,70ff179d8d9eb9d605e248deced3bdba,1,0,0,0,M,1897090.0
Saturday,14:55,a2fafb5fd383aecc29c03086cdb480c7,Tuesday,22,23,6a9c626fa2cf24feb03f88a821ef97db,1,0,0,0,Unknown,1897090.0
Wednesday,05:00,945275ed93dfaa9e4fdc18601e8ee296,Friday,22,23,d091cba1e20834e4d943aab9144b4c5c,1,0,0,26,F,1897090.0
Tuesday,14:55,938f4da798c7cd8b191542872c6d8173,Monday,22,23,8d14640cbe0aff648eb98908e6f9c76d,1,0,0,0,F,1897090.0
Thursday,05:00,628281b3063e481e90d5217636578a2d,Monday,23,23,662df3efcc6ca4e2159b46e06d42182b,1,0,0,0,Unknown,1897090.0
Thursday,12:25,e66796a8b2a2e224a4620f3759279fee,Wednesday,22,23,cbaad5ec464c339261fd1ebae61bd96a,1,0,0,33,M,1897090.0
Friday,05:50,95ec0ace415112b95bf04d1f502db601,Wednesday,22,23,7cd7f9c577cdc68d8854ee4b214ee3f2,1,0,0,52,M,1897090.0
Friday,05:50,135f19e428036612ea4d5c9b00d15119,Thursday,22,23,68bfb1a6619b4ad0e245d065c6330129,1,0,0,27,F,1897090.0
Friday,05:00,e2298c0a087fad07630ad2833b491b77,Thursday,22,23,beb01beb3168eaf652b69e1cd8d475b5,1,0,0,0,F,1897090.0
Monday,05:00,e977fccfd3cba2a673a8805954f1ae0a,Tuesday,22,23,b18171f6ce6432266fd5e6722b7df2e8,1,0,0,24,F,1897090.0
Tuesday,08:45,76a55ed62b163c61b46826ebb1b561cb,Monday,22,23,e483168cc7215854d30fe5dac78618c3,1,0,0,0,F,1897090.0
Wednesday,05:00,fbf31eae9577761dd04a38ce4eb97429,Friday,22,23,4a88b05f923e12dce64538a7f34f6cb9,2,0,0,0,F,3794180.0
Saturday,08:45,293e31c336872b5b5f064e6359e1d054,Wednesday,22,23,7da92706d3238975e2913f3afc425c6a,2,0,0,0,M,3794180.0
Monday,05:00,48456d504d2077bb54191937b68d9811,Wednesday,22,23,a4359d29798d7000527251fa64631751,2,0,0,63,M,3794180.0
Sunday,12:25,31908e1a24fb0065234a33e77fa034bf,Monday,22,23,77ddea69bc47a266fdc8c54918bff3d4,2,0,0,40,M,3794180.0
Thursday,08:45,fb8976b462b5d3d4f3ca12af8c879cba,Thursday,18,23,ddf540a4071ad25dc28075f98bcd51a5,2,0,0,0,M,3794180.0
Sunday,12:25,784e25f4cd47122bad3b1c9fdaf2cacb,Sunday,21,23,126665a381f9d226ca48da05afd81d64,2,0,0,0,F,3794180.0
Thursday,12:25,ff1e678edac09c48c0abc5f73e752b47,Thursday,22,23,237241c330d01929dd0d9ef801a25883,2,0,0,29,M,3794180.0
Wednesday,12:25,0c1053af976caa75fa962e88a9c57242,Saturday,18,23,9917646512e874c0da00caa05961a00d,2,0,0,22,F,3794180.0
Wednesday,12:25,a605058cdcb666b30a91f9f679feb504,Tuesday,22,23,0bdb03487b8618e5576ce874ddd496b5,2,0,0,47,M,3794180.0
Monday,08:45,6b37486b6a0e37cf5f7e1b868c98048d,Monday,22,23,b1dab213dcc30734797ade47a85a8830,2,0,0,47,M,3794180.0
Monday,05:00,75cec49a92bc591162f9cc4635387b59,Tuesday,22,23,8c569db95ced42653c595c146cb0178d,2,0,0,0,Unknown,3794180.0
Sunday,12:25,f16526402e9b3e5f6531795559f16088,Tuesday,22,23,e29d38607c139f9b4817ad7e1db198d4,2,0,0,29,F,3794180.0
Wednesday,12:25,fbe7821d5ae56f6a4c3888620f38ec94,Saturday,18,23,a76b0a2fdd851f6d7249aa8030f8b82e,2,0,0,0,F,3794180.0
Tuesday,05:00,8f943cceff805f52dff1c4cc2830c425,Saturday,21,23,95ed7deb21154451989a1087b5643b2f,2,0,0,0,F,3794180.0
Wednesday,05:00,bc5703f06eeb2c1358af14a882684ec2,Thursday,22,23,e9b439c9dfa97fa9ee8d08493ea77974,2,0,0,0,M,3794180.0
Monday,05:00,354c843f20fc508b172346e304c0f998,Thursday,22,23,8e228144856fb8913cbe5146621d9d39,2,0,0,50,M,3794180.0
Saturday,05:00,eefeee66b6df56758dd69bd2a3484bea,Thursday,23,23,65a2893c9a59296446be089febaab63a,1,0,0,0,M,2274610.0
Saturday,05:00,ef8d242311d20f3f0a379b03e17a58f9,Thursday,23,23,f84740e67e864af37b58b995d8130d4c,1,0,0,0,F,2274610.0
Thursday,08:45,4227edece1f100d16ef8a85b3efca6e6,Sunday,17,23,b1b48808e30a785e586acf32a9f9821f,1,1,0,0,,3342658.0
Friday,14:55,95731a09a8a97d67c258a5265aff70f6,Monday,23,23,6463fb5104bdee9c4fc3e5f72cb97228,1,0,0,37,F,4834960.0
Saturday,05:00,d356e63bbb30dfa880e50e4c58c174bd,Thursday,19,23,73c6cd463fb90471b5c982ebf6866c95,1,0,0,0,F,2798926.0
Friday,14:55,76e0d4ebda70e7d2396cd4a8135fbeaa,Tuesday,19,23,9034a7ca423927d7706309032eaed947,1,0,0,0,M,2798926.0
Friday,14:55,3b4868b6328410d336346b0a1b6ebdf3,Tuesday,21,23,6463fb5104bdee9c4fc3e5f72cb97228,1,0,0,37,F,2798926.0
Friday,05:00,a5f710bf3aa2d5f3c1c71027776f8870,Wednesday,21,23,7c2d95914dd0bea3a9e00293df61a713,1,0,0,0,M,2798926.0
Friday,05:50,344a1588a94e68df20fd885efa286478,Friday,16,23,68317d5943ac42f175e430cd958f3771,1,0,0,0,M,2798926.0
Wednesday,12:25,81b0082d736bd189ba843c4812c4bf72,Tuesday,21,23,59f2a2630ba584b9d5f0d72c60bdb476,1,0,0,31,F,2798926.0
Tuesday,14:55,9d22bdc69285b493b2ae99b07eb9645f,Monday,19,23,0f64710a34e40d6f69fb2e00cdb459bf,1,0,0,39,M,2798926.0
Wednesday,12:25,93699927053298dba272bea83865586b,Monday,21,23,5b9a52750b9d2d0928e8ca039a295f77,1,0,0,49,F,2798926.0
Thursday,12:25,500589f1f7c60602ae2c826bd6334a2c,Sunday,18,23,8c689850ed1b336078e8f4506c9dfcad,1,0,0,0,M,2798926.0
Friday,05:50,51ed2a70d32192f7a10b0dea12acb4e5,Friday,21,23,f4d06285b99eb3f4340354b13fe04710,1,0,0,0,Unknown,2798926.0
Thursday,12:25,fa322f5a9d3c5c0f6af5aeee1b6e0fd5,Sunday,19,23,b0f73b22bd384c1c71308ee39de93ffb,1,0,0,0,M,2798926.0
Saturday,12:25,19ce3cba3013987972fc1a3c203725eb,Monday,21,23,911cade48660691e08714f5ef600e937,1,0,0,0,M,2798926.0
Wednesday,12:25,49d40e003873350ebaf9f6b1de2019de,Tuesday,19,23,476854936dac91a2e04f95e78ffc3cd5,1,0,0,0,M,2798926.0
Friday,14:55,b3dbebb047ac012a10821472d987de52,Thursday,19,23,d39c9b6979e9cdc3cd7bc9f1b34f66ce,1,0,0,0,M,2798926.0
Wednesday,12:25,864ff8d53f7311405c8c3bf877cb1477,Sunday,18,23,4ed47059ace185ced5c8ccfb9d939851,1,0,0,6,F,2798926.0
Thursday,14:55,35143f8a7723b58a3d10328f48a63862,Monday,21,23,88d177fa12b2f71f92a48ac8ca8fd432,1,0,0,30,F,2798926.0
Wednesday,05:50,156a71422b201c9ff5b44495e3bdbcce,Monday,21,23,db2325a8cd00879d946b985a279fba9c,1,0,0,29,F,2798926.0
Friday,05:50,247a92bf771e1220bf480b794b067d66,Monday,21,23,bf437f24da894028236668923e168a97,1,0,0,0,F,2798926.0
Thursday,12:25,7964ef397f9afc5204168a043162c006,Tuesday,19,23,075b5edd969038750917c7a474e2072c,1,0,0,38,M,2798926.0
